"Sr No.","Id","Title","Description","Availability","Condition","Price","Link","Image Link","Brand","Google Product Category","FB Product Category","Quantity To Sell On Facebook","Sale Price","Sale Price Effective_Date","Item Group Id","Gender","Color","Size","Age_Group","Material","Pattern","Shipping","Shipping Weight","Offer Disclaimer","Offer Disclaimer Url","Video Url","Video Tag","GTIN","Product Pages","Product Tags","Style"
"1","SK2344","VASVI Women Cotton Sleeveless Straight Kurta","VASVI Women Cotton Sleeveless Katha Work Straight Kurta","Yes","No","999INR","https://vasvi.in/SK2344/vasvi-women-cotton-sleeveless-straight-kurta-696de2859df51","https://vasvi.in/uploads/products/variant_1_689c9f89c8759.jpeg","VASVI","Women","Women","9","999INR","","JJ-10002","unisex","","","","","","","0,290 grm","","","","","","","",""
"2","TP5818","Cotton Printed Top","VASVI Women Cotton Printed Top","Yes","No","599INR","https://vasvi.in/TP5818/cotton-printed-top-6974654ace316","https://vasvi.in/uploads/products/variant_17_68a70d29451b6.JPG","VASVI","Women","Women","97","599INR","","JJ-10019","unisex","","","","","","","0.290 grm","","","","","","","",""
"3","CSD6040","VASVI Women Elephant Printed Cotton Kurta Pant With Dupatta Set","VASVI Women Elephant Printed Cotton Kurta Pant With Dupatta Set","Yes","No","1799INR","https://vasvi.in/CSD6040/vasvi-women-elephant-printed-cotton-kurta-pant-with-dupatta-set-696de38525ac4","https://vasvi.in/uploads/products/variant_4_68a6fbaff2f5a.JPG","VASVI","Women","Women","100","1799INR","","JJ-10022","unisex","","","","","","","0.390 grm","","","","","","","",""
"4","CO6054","Cotton Flex Printed Co-ord Set","VASVI Women Cotton Flex Printed Co-ord Set","Yes","No","1499INR","https://vasvi.in/CO6054/cotton-flex-printed-co-ord-set-699961691ec52","https://vasvi.in/uploads/products/variant_4_68a70b4b88283.JPG","VASVI","Women","Women","99","1499INR","","JJ-10027","unisex","","","","","","","0.390 grm","","","","","","","",""
"5","CO6039","Cotton Flex Printed Co-ord Set","VASVI Women Cotton Flex Printed Co-ord Set","Yes","No","1349INR","https://vasvi.in/CO6039/cotton-flex-printed-co-ord-set-69996124326ea","https://vasvi.in/uploads/products/variant_31_68a710b5f1468.JPG","VASVI","Women","Women","100","1349INR","","JJ-10036","unisex","","","","","","","0.390 grm","","","","","","","",""
"6","CO6070","Cotton Flex Printed Co-ord Set","VASVI Women Cotton Flex Printed Co-ord Set","Yes","No","1449INR","https://vasvi.in/CO6070/cotton-flex-printed-co-ord-set-699960e8b22ec","https://vasvi.in/uploads/products/variant_4_68a714d85b26d.JPG","VASVI","Women","Women","100","1449INR","","JJ-10038","unisex","","","","","","","0.390 grm","","","","","","","",""
"7","CO6051","Cotton Flex Printed Co-ord Set","VASVI Women Cotton Flex Printed Co-ord Set","Yes","No","1399INR","https://vasvi.in/CO6051/cotton-flex-printed-co-ord-set-699960ac26686","https://vasvi.in/uploads/products/variant_11_68b1e0fd93fbb.jpg","VASVI","Women","Women","99","1399INR","","JJ-10040","unisex","","","","","","","0.390 grm","","","","","","","",""
"8","CO5964","Cotton Printed Co-ord Set","VASVI Women Cotton Printed Co-ord Set","Yes","No","999INR","https://vasvi.in/CO5964/cotton-printed-co-ord-set-6999605ba93ba","https://vasvi.in/uploads/products/variant_1_68a721a33186d.JPG","VASVI","Women","Women","100","999INR","","JJ-10041","unisex","","","","","","","0.290 grm","","","","","","","",""
"9","CSD6021","Cotton Printed Handwaork Kurta Pant With Dupatta Set","VASVI Women Cotton Printed Handwaork Kurta Pant With Dupatta Set","Yes","No","1999INR","https://vasvi.in/CSD6021/cotton-printed-handwaork-kurta-pant-with-dupatta-set-696df781d1771","https://vasvi.in/uploads/products/variant_32_68a81302c21e5.JPG","VASVI","Women","Women","100","1999INR","","JJ-10042","unisex","","","","","","","0.390 grm","","","","","","","",""
"10","CS5943","Cotton Printed Kurta Pant Set","VASVI Women Cotton Printed Kurta Pant Set","Yes","No","1399INR","https://vasvi.in/CS5943/cotton-printed-kurta-pant-set-696df9419f905","https://vasvi.in/uploads/products/variant_1_68b4317e59e62.jpg","VASVI","Women","Women","99","1399INR","","JJ-10043","unisex","","","","","","","0.390 grm","","","","","","","",""
"11","DR5944","Cotton Printed Dress","VASVI Women Cotton Printed Dress","Yes","No","899INR","https://vasvi.in/DR5944/cotton-printed-dress-69995fe976f8c","https://vasvi.in/uploads/products/variant_1_68b4321f912c9.jpg","VASVI","Women","Women","99","899INR","","JJ-10044","unisex","","","","","","","0.290 grm","","","","","","","",""
"12","DR5969","Cotton Printed Dress With Jacket","VASVI Women Cotton Printed Dress With Jacket","Yes","No","1499INR","https://vasvi.in/DR5969/cotton-printed-dress-with-jacket-69995fbd5dd2f","https://vasvi.in/uploads/products/variant_1_68b430e47c8f9.jpg","VASVI","Women","Women","99","1499INR","","JJ-10045","unisex","","","","","","","0.290 grm","","","","","","","",""
"13","DR5597","Cotton Printed Dress","VASVI Women Cotton Printed Dress","Yes","No","899INR","https://vasvi.in/DR5597/cotton-printed-dress-69995f8b87a17","https://vasvi.in/uploads/products/variant_1_68b1b2dbf131b.jpg","VASVI","Women","Women","100","899INR","","JJ-10046","unisex","","","","","","","0.290 grm","","","","","","","",""
"14","AK2430","Georgette Embrodered Angrakha with churidar set","VASVI Women Georgette Fabric Embrodered Angrakha with churidar set","Yes","No","3999INR","https://vasvi.in/AK2430/georgette-embrodered-angrakha-with-churidar-set-697337aac9c9b","https://vasvi.in/uploads/products/variant_3_68a9ae93972b6.jpg","VASVI","Women","Women","89877","3999INR","","JJ-10055","unisex","","","","","","","1300 grm","","","","","","","",""
"15","CSD5692","Cotton Printed Party Wear Kurta Pant With Dupatta Set","VASVI Women Cotton Printed Party Wear Kurta Pant With Dupatta Set","Yes","No","2699INR","https://vasvi.in/CSD5692/cotton-printed-party-wear-kurta-pant-with-dupatta-set-69a13ca5c9c9e","https://vasvi.in/uploads/products/variant_10_68a9cb4a41004.jpg","VASVI","Women","Women","99","2699INR","","JJ-10056","unisex","","","","","","","0.390 grm","","","","","","","",""
"16","CSD5772","Muslin Handwork Kurta Pant With Dupatta Set","VASVI Women Printed Regular Sequinned Kurta with Trousers & With Dupatta","Yes","No","2299INR","https://vasvi.in/CSD5772/muslin-handwork-kurta-pant-with-dupatta-set-696dfbb8562d0","https://vasvi.in/uploads/products/variant_34_68aace7ee5eda.jpg","VASVI","Women","Women","100","2299INR","","JJ-10057","unisex","","","","","","","0.390 grm","","","","","","","",""
"17","CSD5776","Muslin Handwork Kurta Pant With Dupatta Set","VASVI Women Printed Regular Sequinned Kurta with Trousers & With Dupatta","Yes","No","2299INR","https://vasvi.in/CSD5776/muslin-handwork-kurta-pant-with-dupatta-set-696dfcfa00a12","https://vasvi.in/uploads/products/variant_11_68aad3ff81092.jpg","VASVI","Women","Women","100","2299INR","","JJ-10058","unisex","","","","","","","0.390 grm","","","","","","","",""
"18","CSD5811","Jacquard fabric Adda work Straight Kurta With Trousers & Dupatta Set","VASVI Women's Embroidered Jacquard fabric Adda Work V- Neck Straight Kurta With Trousers & Dupatta Set","Yes","No","3999INR","https://vasvi.in/CSD5811/jacquard-fabric-adda-work-straight-kurta-with-trousers-dupatta-set-69a1306050085","https://vasvi.in/uploads/products/variant_35_68aad914cdbf4.jpg","VASVI","Women","Women","100","3999INR","","JJ-10059","unisex","","","","","","","0.390 grm","","","","","","","",""
"19","CSD5810","Jacquard Fabric Adda work With Round Neck Straight Kurta With Trousers & Dupatta Set","VASVI Women's Jacquard Fabric Adda work With Round Neck Straight Kurta With Trousers & Dupatta Set","Yes","No","3999INR","https://vasvi.in/CSD5810/jacquard-fabric-adda-work-with-round-neck-straight-kurta-with-trousers-dupatta-set-696dfdbce6752","https://vasvi.in/uploads/products/variant_34_68aadb1b310c2.jpg","VASVI","Women","Women","77","3999INR","","JJ-10060","unisex","","","","","","","0.390 grm","","","","","","","",""
"20","CSD5721","Crepe Embroidered Yoke Design Kurta, Pant With Dupatta Set","VASVi Women's  Crepe Embroidered Yoke Design Printed Kurta, Pant With Dupatta Set","Yes","No","3299INR","https://vasvi.in/CSD5721/crepe-embroidered-yoke-design-kurta-pant-with-dupatta-set-696dfe4e123ab","https://vasvi.in/uploads/products/variant_11_68aae25154436.jpg","VASVI","Women","Women","100","3299INR","","JJ-10061","unisex","","","","","","","0.390 grm","","","","","","","",""
"21","CSD5945","Kalamkari Printed Regular Pure Cotton Kurta with Trousers & With Dupatta","VASVI Women's Kalamkari Printed Regular Pure Cotton Kurta with Trousers & With Dupatta","Yes","No","1999INR","https://vasvi.in/CSD5945/kalamkari-printed-regular-pure-cotton-kurta-with-trousers-with-dupatta-696dfedcdac63","https://vasvi.in/uploads/products/variant_11_68aae43b8bb85.JPG","VASVI","Women","Women","10","1999INR","","JJ-10062","unisex","","","","","","","0.390 grm","","","","","","","",""
"22","CSD6022","Floral Printed Pure Cotton V-Neck Straight Kurta With Trousers & Dupatta","VASVI Women's Floral Printed Pure Cotton V-Neck Straight Kurta With Trousers & Dupatta","Yes","No","1999INR","https://vasvi.in/CSD6022/floral-printed-pure-cotton-v-neck-straight-kurta-with-trousers-dupatta-696dff48926fd","https://vasvi.in/uploads/products/variant_3_68aae9b0423a4.jpeg","VASVI","Women","Women","99","1999INR","","JJ-10063","unisex","","","","","","","0.390 grm","","","","","","","",""
"23","CSD6020","Ikkat Pure Cotton Mandarin Collar Straight Kurta With Trousers & Dupatta","VASVI Women's Ikkat Pure Cotton Mandarin Collar Straight Kurta With Trousers & Dupatta","Yes","No","1500INR","https://vasvi.in/CSD6020/ikkat-pure-cotton-mandarin-collar-straight-kurta-with-trousers-dupatta-696dffa685c0c","https://vasvi.in/uploads/products/variant_11_68aaecc49646b.jpg","VASVI","Women","Women","100","1500INR","","JJ-10064","unisex","","","","","","","0.390 grm","","","","","","","",""
"24","CSD5883","Floral Printed Regular Pure Cotton Kurta with Trousers & With Dupatta","VASVI Women's  Floral Printed Regular Pure Cotton LAce Work Kurta, Trousers & With Dupatta","Yes","No","1999INR","https://vasvi.in/CSD5883/floral-printed-regular-pure-cotton-kurta-with-trousers-with-dupatta-696dfff471b5c","https://vasvi.in/uploads/products/variant_15_68aae850de258.jpeg","VASVI","Women","Women","100","1999INR","","JJ-10065","unisex","","","","","","","0.390 grm","","","","","","","",""
"25","CSD5909","Ethnic Motifs Printed Cotton Kurta with Trousers & Dupatta","VASVI Women's  Ethnic Motifs Printed Cotton Embroidered Kurta with Trousers & Dupatta","Yes","No","1999INR","https://vasvi.in/CSD5909/ethnic-motifs-printed-cotton-kurta-with-trousers-dupatta-696e004fd3da4","https://vasvi.in/uploads/products/variant_1_68aaea8cc45ed.JPG","VASVI","Women","Women","100","1999INR","","JJ-10066","unisex","","","","","","","0.390 grm","","","","","","","",""
"26","CD5566","Pure Cotton Floral Printed Kurta, Trousers & With Dupatta","VASVI Women's Pure Cotton Floral Printed Kurta, Trousers & With Dupatta","Yes","No","1999INR","https://vasvi.in/CD5566/pure-cotton-floral-printed-kurta-trousers-with-dupatta-696e00a877064","https://vasvi.in/uploads/products/variant_18_68abf16cec783.jpg","VASVI","Women","Women","100","1999INR","","JJ-10067","unisex","","","","","","","0.290 grm","","","","","","","",""
"27","CSD5706","Modal Chanderi Mirror Work Straight Kurta,Trouser With Dupatta","VASVI Women's Modal Chanderi Mirror Work Straight Kurta,Trouser With Dupatta","Yes","No","1999INR","https://vasvi.in/CSD5706/modal-chanderi-mirror-work-straight-kurtatrouser-with-dupatta-696e010166310","https://vasvi.in/uploads/products/variant_4_68abf53354fe2.jpg","VASVI","Women","Women","100","1999INR","","JJ-10068","unisex","","","","","","","0.390 grm","","","","","","","",""
"28","CSD5769","Modal Chanderi Straight Kurta With Trousers And Dupatta","VASVI Women's Modal Chanderi Straight Kurta With Trousers And Dupatta","Yes","No","2499INR","https://vasvi.in/CSD5769/modal-chanderi-straight-kurta-with-trousers-and-dupatta-696e015806f57","https://vasvi.in/uploads/products/variant_11_68abf9bfa7240.jpg","VASVI","Women","Women","100","2499INR","","JJ-10069","unisex","","","","","","","0.350 grm","","","","","","","",""
"29","CSD5953","Cotton Floral Printed Handwork Straight Kurta, Pant With Dupatta Set","VASVi Women's Cotton Floral Printed Handwork Straight Kurta, Pant With Dupatta Set","Yes","No","2199INR","https://vasvi.in/CSD5953/cotton-floral-printed-handwork-straight-kurta-pant-with-dupatta-set-696e21de156b4","https://vasvi.in/uploads/products/variant_38_68abff887fc24.JPG","VASVI","Women","Women","100","2199INR","","JJ-10070","unisex","","","","","","","0.390 grm","","","","","","","",""
"30","CSD8501","Muslin Floral Printed Adda Work Kurta, Trousers With Dupatta","VASVI Women's Muslin Floral Printed Adda Work Kurta, Trousers With Dupatta","Yes","No","2499INR","https://vasvi.in/CSD8501/muslin-floral-printed-adda-work-kurta-trousers-with-dupatta-696e225f2cfee","https://vasvi.in/uploads/products/variant_11_68ac042794023.jpg","VASVI","Women","Women","100","2499INR","","JJ-10072","unisex","","","","","","","0.390 grm","","","","","","","",""
"31","CSD5694","Cotton Floral Printed Adda Work Straight Kurta ,TrouserWith Dupatta","VASVI Women's Cotton Floral Printed Adda Work Straight Kurta ,TrouserWith Dupatta","Yes","No","2699INR","https://vasvi.in/CSD5694/cotton-floral-printed-adda-work-straight-kurta-trouserwith-dupatta-696e22ab48c74","https://vasvi.in/uploads/products/variant_18_68ac061db5551.jpg","VASVI","Women","Women","100","2699INR","","JJ-10073","unisex","","","","","","","0.290 grm","","","","","","","",""
"32","CSD5699","Pure Cotton Floral Printed Adda Work Straight Kurta, Trouser With Dupatta","VASVI Women's Pure Cotton Floral Printed Adda Work Straight Kurta, Trouser With Dupatta","Yes","No","2699INR","https://vasvi.in/CSD5699/pure-cotton-floral-printed-adda-work-straight-kurta-trouser-with-dupatta-69a2920388642","https://vasvi.in/uploads/products/variant_40_68ac08c2d357e.jpg","VASVI","Women","Women","100","2699INR","","JJ-10074","unisex","","","","","","","0.390 grm","","","","","","","",""
"33","CSD5896","Pure Cotton Floral Printed Anarkali Kurta With Trousers & Dupatta","VASVI Women's Pure Cotton Floral Printed Anarkali Kurta With Trousers & Dupatta","Yes","No","2299INR","https://vasvi.in/CSD5896/pure-cotton-floral-printed-anarkali-kurta-with-trousers-dupatta-696e23889626d","https://vasvi.in/uploads/products/variant_1_68ac0ade0ea0a.JPG","VASVI","Women","Women","50","2299INR","","JJ-10075","unisex","","","","","","","0.390 grm","","","","","","","",""
"34","CSD5752","Rayon Slub Embroidered Printed Kurta, Pant With Dupatta Set","VASVI Women's Rayon Slub Embroidered Printed Kurta, Pant With Dupatta Set","Yes","No","2099INR","https://vasvi.in/CSD5752/rayon-slub-embroidered-printed-kurta-pant-with-dupatta-set-696ee9e3ecaeb","https://vasvi.in/uploads/products/variant_11_68ac0de027f8e.jpg","VASVI","Women","Women","50","2099INR","","JJ-10076","unisex","","","","","","","0.390 grm","","","","","","","",""
"35","CSD5767","Chinon Floral Printed Adda Work Kurta, Trousers & With Dupatta","VASVI Women's Chinon Floral Printed Adda Work Kurta, Trousers & With Dupatta","Yes","No","2499INR","https://vasvi.in/CSD5767/chinon-floral-printed-adda-work-kurta-trousers-with-dupatta-696eeaca23806","https://vasvi.in/uploads/products/variant_18_68ac1bda6d2ef.JPG","VASVI","Women","Women","100","2499INR","","JJ-10077","unisex","","","","","","","0.390 grm","","","","","","","",""
"36","CSD5764","Chinon Floral Printed Adda Work Kurta, Trousers With Dupatta","VASVI Women's Chinon Floral Printed Adda Work Kurta, Trousers With Dupatta","Yes","No","2499INR","https://vasvi.in/CSD5764/chinon-floral-printed-adda-work-kurta-trousers-with-dupatta-696eecaab7356","https://vasvi.in/uploads/products/variant_10_68ac1d2929adf.JPG","VASVI","Women","Women","100","2499INR","","JJ-10078","unisex","","","","","","","0.390 grm","","","","","","","",""
"37","AL5913","VASVI Women Floral Printed A-Line Cotton Kurta","VASVI Women Floral Printed A-Line Cotton Kurta","Yes","No","1199INR","https://vasvi.in/AL5913/vasvi-women-floral-printed-a-line-cotton-kurta-6971c9212e2ba","https://vasvi.in/uploads/products/variant_4_68ac2121ab86e.jpg","VASVI","Women","Women","46","1199INR","","JJ-10079","unisex","","","","","","","0.490 grm","","","","","","","",""
"38","CSD5433A","Tissue Fabric Floral Printed Adda Work Kurta ,Trousers With Dupatta","VASVI Women's Tissue Fabric Floral Printed Adda Work Kurta ,Trousers With Dupatta","Yes","No","2999INR","https://vasvi.in/CSD5433A/tissue-fabric-floral-printed-adda-work-kurta-trousers-with-dupatta-699fda76a6654","https://vasvi.in/uploads/products/variant_2_68ac1f3bb3b06.JPG","VASVI","Women","Women","","2999INR","","JJ-10080","unisex","","","","","","","0.390 grm","","","","","","","",""
"39","CSD5805","Muslin Floral Printed Adda Work Kurta, Trousers With Dupatta","VASVI Women's Muslin Floral Printed Adda Work Kurta, Trousers With Dupatta","Yes","No","2299INR","https://vasvi.in/CSD5805/muslin-floral-printed-adda-work-kurta-trousers-with-dupatta-696eee7c7f79d","https://vasvi.in/uploads/products/variant_28_68ac221471b70.JPG","VASVI","Women","Women","100","2299INR","","JJ-10081","unisex","","","","","","","0.390 grm","","","","","","","",""
"40","CSD5806","Muslin Printed Adda Work Kurta, Trousers With Dupatta","VASVI Women's  Muslin Printed Adda Work Kurta, Trousers With Dupatta","Yes","No","2499INR","https://vasvi.in/CSD5806/muslin-printed-adda-work-kurta-trousers-with-dupatta-696eef5c6bb4e","https://vasvi.in/uploads/products/variant_4_68ac23e4636f8.jpg","VASVI","Women","Women","100","2499INR","","JJ-10082","unisex","","","","","","","0.390 grm","","","","","","","",""
"41","CSD5398","Organza Fabric Printed Zari Work Straight Kurta, Trouser & Dupatta","VASVI Women's Organza Fabric Printed Zari Work Straight Kurta, Trouser & Dupatta","Yes","No","2999INR","https://vasvi.in/CSD5398/organza-fabric-printed-zari-work-straight-kurta-trouser-dupatta-696eefb751641","https://vasvi.in/uploads/products/variant_2_68ac2898e32e6.jpg","VASVI","Women","Women","100","2999INR","","JJ-10083","unisex","","","","","","","0.390 grm","","","","","","","",""
"42","AL5910","VASVI Floral Printed Thread Work Round Neck A-Line Kurta","Floral Printed Thread Work Round Neck A-Line Kurta","Yes","No","1199INR","https://vasvi.in/AL5910/vasvi-floral-printed-thread-work-round-neck-a-line-kurta-6971ca90541d3","https://vasvi.in/uploads/products/variant_30_68ac29c5bf639.jpg","VASVI","Women","Women","25","1199INR","","JJ-10084","unisex","","","","","","","250 grm","","","","","","","",""
"43","CSD2276","Chanderi Fabric Embroidered Mirror Work Kurta ,Trousers With Dupatta","VASVI Women's Chanderi Fabric Embroidered Mirror Work Kurta ,Trousers With Dupatta","Yes","No","3299INR","https://vasvi.in/CSD2276/chanderi-fabric-embroidered-mirror-work-kurta-trousers-with-dupatta-696ef033cd97f","https://vasvi.in/uploads/products/variant_42_68ac2cd178d61.jpg","VASVI","Women","Women","100","3299INR","","JJ-10087","unisex","","","","","","","0.390 grm","","","","","","","",""
"44","AL5961","VASVI Floral Printed Mandarin Collar Kantha Work A-Line Kurta","Floral Printed Mandarin Collar Kantha Work A-Line Kurta","Yes","No","999INR","https://vasvi.in/AL5961/vasvi-floral-printed-mandarin-collar-kantha-work-a-line-kurta-6971cc6f6e72a","https://vasvi.in/uploads/products/variant_11_68ac2d0e768f3.jpg","VASVI","Women","Women","48","999INR","","JJ-10088","unisex","","","","","","","250 grm","","","","","","","",""
"45","AL5917","VASVI Floral Printed Mandarin Collar Kantha Work A-Line Kurta","Floral Printed Mandarin Collar Kantha Work A-Line Kurta","Yes","No","999INR","https://vasvi.in/AL5917/vasvi-floral-printed-mandarin-collar-kantha-work-a-line-kurta-6971ce4bcbec7","https://vasvi.in/uploads/products/variant_11_68ac2fb8d326c.jpg","VASVI","Women","Women","50","999INR","","JJ-10089","unisex","","","","","","","250 grm","","","","","","","",""
"46","SK2485","Floral Printed Cotton Thread Work Notch Neck Straight Kurta","Floral Printed Cotton Thread Work Notch Neck Straight Kurta","Yes","No","999INR","https://vasvi.in/SK2485/floral-printed-cotton-thread-work-notch-neck-straight-kurta-6971dd2daad35","https://vasvi.in/uploads/products/variant_7_68ac37d614228.jpg","VASVI","Women","Women","50","999INR","","JJ-10092","unisex","","","","","","","250 grm","","","","","","","",""
"47","SK5859","Paisely Printed Mandarin Collar Kalamkari Cotton A-Line Kurta","Paisely Printed Mandarin Collar Kalamkari Cotton A-Line Kurta","Yes","No","999INR","https://vasvi.in/SK5859/paisely-printed-mandarin-collar-kalamkari-cotton-a-line-kurta-6996aff70240d","https://vasvi.in/uploads/products/variant_4_68ac3dc4146c1.jpg","VASVI","Women","Women","49","999INR","","JJ-10094","unisex","","","","","","","250 grm","","","","","","","",""
"48","AL5823","Floral Printed Mandarin Collar Straight Cotton Dobby Kurta","Floral Printed Mandarin Collar Straight Cotton Dobby Kurta","Yes","No","999INR","https://vasvi.in/AL5823/floral-printed-mandarin-collar-straight-cotton-dobby-kurta-6971d10c66c81","https://vasvi.in/uploads/products/variant_7_68ac414e863eb.jpg","VASVI","Women","Women","50","999INR","","JJ-10098","unisex","","","","","","","250 grm","","","","","","","",""
"49","SK4002","Ethnic Motifs Printed Tie-Up Neck Straight Kurta","Ethnic Motifs Printed Tie-Up Neck Straight Kurta","Yes","No","1125INR","https://vasvi.in/SK4002/ethnic-motifs-printed-tie-up-neck-straight-kurta-698745c99e4cc","https://vasvi.in/uploads/products/variant_11_68ac450cce5ac.jpg","VASVI","Women","Women","50","1125INR","","JJ-10101","unisex","","","","","","","250 grm","","","","","","","",""
"50","AL5568","Floral Printed Round Neck Cotton A-Line Kurta","Floral Printed Round Neck Cotton A-Line Kurta","Yes","No","899INR","https://vasvi.in/AL5568/floral-printed-round-neck-cotton-a-line-kurta-6971d1fe2457c","https://vasvi.in/uploads/products/variant_18_68ac45e4de136.jpg","VASVI","Women","Women","50","899INR","","JJ-10102","unisex","","","","","","","250 grm","","","","","","","",""
"51","TU5732","Floral Printed Notch Neck Cotton Straight Kurta","Floral Printed Notch Neck Cotton Straight Kurta","Yes","No","599INR","https://vasvi.in/TU5732/floral-printed-notch-neck-cotton-straight-kurta-6971d2f8aabd4","https://vasvi.in/uploads/products/variant_34_68ac4d0d6e996.jpg","VASVI","Women","Women","50","599INR","","JJ-10104","unisex","","","","","","","250 grm","","","","","","","",""
"52","SK5200","Ethnic Motifs Printed Tie-Up Neck Mirror Work Muslin Straight Kurta","Ethnic Motifs Printed Tie-Up Neck Mirror Work Muslin Straight Kurta","Yes","No","1899INR","https://vasvi.in/SK5200/ethnic-motifs-printed-tie-up-neck-mirror-work-muslin-straight-kurta-697329f22b5d1","https://vasvi.in/uploads/products/variant_28_68ac51bf3d713.jpg","VASVI","Women","Women","50","1899INR","","JJ-10107","unisex","","","","","","","250 grm","","","","","","","",""
"53","AL2408","Ikat Printed Mandarin Collar Cotton A-Line Kurta","Ikat Printed Mandarin Collar Cotton A-Line Kurta","Yes","No","1149INR","https://vasvi.in/AL2408/ikat-printed-mandarin-collar-cotton-a-line-kurta-69732a6d82711","https://vasvi.in/uploads/products/variant_18_68ac5332c81d0.jpg","VASVI","Women","Women","50","1149INR","","JJ-10108","unisex","","","","","","","250 grm","","","","","","","",""
"54","AL2222","Floral Printed Round Neck Thread Work Cotton Pleated A-Line Kurta","Floral Printed Round Neck Thread Work Cotton Pleated A-Line Kurta","Yes","No","1499INR","https://vasvi.in/AL2222/floral-printed-round-neck-thread-work-cotton-pleated-a-line-kurta-69732baa79cbd","https://vasvi.in/uploads/products/variant_3_68ac54f263f7d.jpg","VASVI","Women","Women","49","1499INR","","JJ-10109","unisex","","","","","","","250 grm","","","","","","","",""
"55","SK2351","Women's Cotton Dobby Embroidered Straight Kurta, Black","Women's Cotton Dobby Embroidered Straight Kurta, Black","Yes","No","1499INR","https://vasvi.in/SK2351/womens-cotton-dobby-embroidered-straight-kurta-black-69732c3221077","https://vasvi.in/uploads/products/variant_1_68ac55f06909d.jpg","VASVI","Women","Women","50","1499INR","","JJ-10110","unisex","","","","","","","250 grm","","","","","","","",""
"56","SK2161","Round Neck Yoke Design Thread Work Straight Kurta","Round Neck Yoke Design Thread Work Straight Kurta","Yes","No","1299INR","https://vasvi.in/SK2161/round-neck-yoke-design-thread-work-straight-kurta-69732c951e379","https://vasvi.in/uploads/products/variant_4_68ac5bd5ddb4b.jpg","VASVI","Women","Women","50","1299INR","","JJ-10111","unisex","","","","","","","250 grm","","","","","","","",""
"57","AL3008","Floral Printed Notch Neck Cotton A Line Kurta","Floral Printed Notch Neck Cotton A Line Kurta","Yes","No","1499INR","https://vasvi.in/AL3008/floral-printed-notch-neck-cotton-a-line-kurta-69732d3916231","https://vasvi.in/uploads/products/variant_3_68ac5d42a6a2b.jpg","VASVI","Women","Women","48","1499INR","","JJ-10112","unisex","","","","","","","250 grm","","","","","","","",""
"58","SK06951","Bandhani Printed Embroidered Regular Sleeves Sequinned Straight Kurta","Bandhani Printed Embroidered Regular Sleeves Sequinned Straight Kurta","Yes","Yes","1239INR","https://vasvi.in/SK06951/bandhani-printed-embroidered-regular-sleeves-sequinned-straight-kurta-69215454759e8","https://vasvi.in/uploads/settings/FEB2026/1770814794-settings.png","VASVI","Factory Outlet","Factory Outlet","50","1239INR","","JJ-10113","unisex","","","","","","","250 grm","","","","","","","",""
"59","SK5096","Bandhani Printed Puff Sleeves Mandarin Collar Straight Kurta","Bandhani Printed Puff Sleeves Mandarin Collar Straight Kurta","Yes","No","899INR","https://vasvi.in/SK5096/bandhani-printed-puff-sleeves-mandarin-collar-straight-kurta-69732d9a05198","https://vasvi.in/uploads/products/variant_29_68ac5fe4157d9.jpg","VASVI","Women","Women","50","899INR","","JJ-10114","unisex","","","","","","","250 grm","","","","","","","",""
"60","SK2335","Geometric Woven Design Mandarin Collar Cotton Straight Kurta","Geometric Woven Design Mandarin Collar Cotton Straight Kurta","Yes","Yes","1149INR","https://vasvi.in/SK2335/geometric-woven-design-mandarin-collar-cotton-straight-kurta-6921541870510","https://vasvi.in/uploads/settings/FEB2026/1770814794-settings.png","VASVI","Factory Outlet","Factory Outlet","50","1149INR","","JJ-10116","unisex","","","","","","","","","","","","","","",""
"61","SK2338-1","Mandarin Collar Thread Work Cotton Straight Kurta","Mandarin Collar Thread Work Cotton Straight Kurta","Yes","No","899INR","https://vasvi.in/SK2338-1/mandarin-collar-thread-work-cotton-straight-kurta-69732df393d15","https://vasvi.in/uploads/products/variant_11_68ac65bc40d0b.jpg","VASVI","Women","Women","50","899INR","","JJ-10117","unisex","","","","","","","250 grm","","","","","","","",""
"62","SK2409","Cotton Floral Yoke Design Flared Sleeves Kurta","Cotton Floral Yoke Design Flared Sleeves Kurta","Yes","No","1399INR","https://vasvi.in/SK2409/cotton-floral-yoke-design-flared-sleeves-kurta-69732e6bda576","https://vasvi.in/uploads/products/variant_18_68ac67796d55e.jpg","VASVI","Women","Women","49","1399INR","","JJ-10118","unisex","","","","","","","250 grm","","","","","","","",""
"63","SK2438","Ethnic Motifs Printed Mandarin Collar Cotton Straight Kurta","Ethnic Motifs Printed Mandarin Collar Cotton Straight Kurta","Yes","No","899INR","https://vasvi.in/SK2438/ethnic-motifs-printed-mandarin-collar-cotton-straight-kurta-69ae6b053a266","https://vasvi.in/uploads/products/variant_11_68ac686ce40b1.jpg","VASVI","Women","Women","44","899INR","","JJ-10119","unisex","","","","","","","250 grm","","","","","","","",""
"64","SK2056","Floral Printed Cotton Straight Kurta","Floral Printed Cotton Straight Kurta","Yes","No","999INR","https://vasvi.in/SK2056/floral-printed-cotton-straight-kurta-69732f302bbcc","https://vasvi.in/uploads/products/variant_49_68ac6a1b050a6.jpg","VASVI","Women","Women","50","999INR","","JJ-10121","unisex","","","","","","","250 grm","","","","","","","",""
